evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_01157,frag_02268,doc_0465,amount_threshold,"$ 188,568","$ 188,568",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01158,frag_02268,doc_0465,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01159,frag_02268,doc_0465,value,"$ 188,568","$ 188,568",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01160,frag_02281,doc_0467,scope,the stated audience,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.665,"[""qproto_006_applicability_check""]"
ev_01161,frag_02281,doc_0467,audience,the stated audience,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.665,"[""qproto_006_applicability_check""]"
ev_01162,frag_02291,doc_0469,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01163,frag_02291,doc_0469,value,3.2%,3.2%,0.76,"[""qproto_002_metric_lookup""]"
ev_01164,frag_02292,doc_0469,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01165,frag_02292,doc_0469,value,0.1%,0.1%,0.76,"[""qproto_002_metric_lookup""]"
ev_01166,frag_02293,doc_0469,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01167,frag_02293,doc_0469,value,0.9%,0.9%,0.76,"[""qproto_002_metric_lookup""]"
ev_01168,frag_02297,doc_0469,variance,7.3%,7.3%,0.665,"[""qproto_005_variance_explanation""]"
ev_01169,frag_02297,doc_0469,variance_driver,the lower adjusted EBITDA partially offset by lower depreciation and …,The decline was driven by the lower adjusted EBITDA partially offset by lower depreciation and amortisation expenses. p…,0.665,"[""qproto_005_variance_explanation""]"
ev_01170,frag_02299,doc_0469,variance_driver,impairment charges of €3,impairment charges of €3,0.665,"[""qproto_005_variance_explanation""]"
ev_01171,frag_02302,doc_0469,variance_driver,mark-to-market losses (including hedges of the mandatory convertible …,1 Primarily comprises foreign exchange differences reflected in the income statement in relation to sterling and US dol…,0.665,"[""qproto_005_variance_explanation""]"
ev_01172,frag_02306,doc_0471,rule,Notes to Consolidated Financial Statements pages.[0].blocks.[0].words.word_list…,Notes to Consolidated Financial Statements pages.[0].blocks.[0].words.word_list.[0] = Table pages.[0].blocks.[0].words.…,0.589,"[""qproto_003_rule_lookup""]"
ev_01173,frag_02307,doc_0471,rule,Net sales were based on the Company’s location providing the product or service…,Net sales were based on the Company’s location providing the product or service (in thousands): pages.[0].blocks.[24].w…,0.589,"[""qproto_003_rule_lookup""]"
ev_01174,frag_02310,doc_0473,effective_date,"December 31, 2019","December 31, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01175,frag_02329,doc_0477,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01176,frag_02329,doc_0477,value,$5.9 million,$5.9 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01177,frag_02329,doc_0477,variance_driver,an increase in lease liabilities associated with the lease of the San…,The net change in our operating assets and liabilities primarily reflects an outflow from the changes in accrued liabil…,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01178,frag_02331,doc_0477,variance_driver,increased bookings,increased bookings,0.665,"[""qproto_005_variance_explanation""]"
ev_01179,frag_02333,doc_0477,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01180,frag_02333,doc_0477,value,$7.3 million,$7.3 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01181,frag_02333,doc_0477,variance_driver,the increase in the sale of subscription and support,the increase in the sale of subscription and support,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01182,frag_02334,doc_0477,variance_driver,the increase in deferred sales commissions due to higher deferred rev…,The unfavorable change in prepaid and other assets was mainly driven by the increase in deferred sales commissions due …,0.665,"[""qproto_005_variance_explanation""]"
ev_01183,frag_02335,doc_0477,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01184,frag_02335,doc_0477,value,$14.3 million,$14.3 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01185,frag_02337,doc_0477,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01186,frag_02337,doc_0477,value,$12.4 million,$12.4 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01187,frag_02338,doc_0479,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01188,frag_02338,doc_0479,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01189,frag_02339,doc_0479,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01190,frag_02339,doc_0479,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01191,frag_02342,doc_0479,scope,the stated audience,"The Company has the option to purchase the leased sites in tranches, subject to the applicable lease, sublease or manag…",0.665,"[""qproto_006_applicability_check""]"
ev_01192,frag_02342,doc_0479,audience,the stated audience,"The Company has the option to purchase the leased sites in tranches, subject to the applicable lease, sublease or manag…",0.665,"[""qproto_006_applicability_check""]"
ev_01193,frag_02344,doc_0479,scope,the stated audience,Verizon will occupy the sites as a tenant for an initial term of ten years with eight optional successive five-year ter…,0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01194,frag_02344,doc_0479,audience,the stated audience,Verizon will occupy the sites as a tenant for an initial term of ten years with eight optional successive five-year ter…,0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01195,frag_02344,doc_0479,rule,Verizon will occupy the sites as a tenant for an initial term of ten years with…,Verizon will occupy the sites as a tenant for an initial term of ten years with eight optional successive five-year ter…,0.589,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01196,frag_02345,doc_0479,scope,the stated audience,The Company has the option to purchase the sites subject to the applicable lease or sublease upon its expiration.,0.665,"[""qproto_006_applicability_check""]"
ev_01197,frag_02345,doc_0479,audience,the stated audience,The Company has the option to purchase the sites subject to the applicable lease or sublease upon its expiration.,0.665,"[""qproto_006_applicability_check""]"
ev_01198,frag_02347,doc_0479,scope,the stated audience,"As of December 31, 2019, the Company has purchased an aggregate of 228 of the subleased towers upon expiration of the a…",0.665,"[""qproto_006_applicability_check""]"
ev_01199,frag_02347,doc_0479,audience,the stated audience,"As of December 31, 2019, the Company has purchased an aggregate of 228 of the subleased towers upon expiration of the a…",0.665,"[""qproto_006_applicability_check""]"
ev_01200,frag_02349,doc_0481,effective_date,"June 30, 2019","June 30, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01201,frag_02354,doc_0483,amount_threshold,"$ 15,345","$ 15,345",0.741,"[""qproto_001_threshold_lookup""]"
ev_01202,frag_02356,doc_0483,effective_date,"August 31, 2019","August 31, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01203,frag_02374,doc_0487,amount_threshold,$18.5,$18.5,0.741,"[""qproto_001_threshold_lookup""]"
ev_01204,frag_02378,doc_0489,variance,6.8%,6.8%,0.665,"[""qproto_005_variance_explanation""]"
ev_01205,frag_02378,doc_0489,variance_driver,"Power Discrete, remained substantially flat in Asia and decreased 8","Power Discrete, remained substantially flat in Asia and decreased 8",0.665,"[""qproto_005_variance_explanation""]"
ev_01206,frag_02379,doc_0489,metric,Gross margin,Gross margin,0.76,"[""qproto_009_metric_lookup""]"
ev_01207,frag_02379,doc_0489,value,6.8%,6.8%,0.76,"[""qproto_009_metric_lookup""]"
ev_01208,frag_02379,doc_0489,period,full year 2018,full year 2018,0.76,"[""qproto_009_metric_lookup""]"
ev_01209,frag_02380,doc_0489,metric,gross margin,gross margin,0.76,"[""qproto_009_metric_lookup""]"
ev_01210,frag_02380,doc_0489,value,$65 million,$65 million,0.76,"[""qproto_009_metric_lookup""]"
ev_01211,frag_02380,doc_0489,period,full year 2017,full year 2017,0.76,"[""qproto_009_metric_lookup""]"
ev_01212,frag_02381,doc_0489,metric,Operating expenses,Operating expenses,0.76,"[""qproto_002_metric_lookup""]"
ev_01213,frag_02381,doc_0489,value,40.0%,40.0%,0.76,"[""qproto_002_metric_lookup""]"
ev_01214,frag_02382,doc_0491,amount_threshold,"$ 2,936","$ 2,936",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01215,frag_02382,doc_0491,exception,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01216,frag_02382,doc_0491,condition,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01217,frag_02382,doc_0491,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01218,frag_02382,doc_0491,value,"$ 2,936","$ 2,936",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01219,frag_02385,doc_0491,amount_threshold,$1.4,$1.4,0.741,"[""qproto_001_threshold_lookup""]"
ev_01220,frag_02386,doc_0491,rule,"If the required service period is not met for these options, then the share-bas…","If the required service period is not met for these options, then the share-based compensation expense would be reverse…",0.589,"[""qproto_003_rule_lookup""]"
ev_01221,frag_02387,doc_0491,amount_threshold,$7.47,$7.47,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01222,frag_02387,doc_0491,rule,In the event that our common stock achieves the target price per share based on…,In the event that our common stock achieves the target price per share based on a 30-day trailing average prior to the …,0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01223,frag_02389,doc_0491,amount_threshold,$8.2 million,$8.2 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01224,frag_02390,doc_0491,amount_threshold,$2.8 million,$2.8 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01225,frag_02392,doc_0491,amount_threshold,$56.3,$56.3,0.741,"[""qproto_001_threshold_lookup""]"
ev_01226,frag_02396,doc_0491,amount_threshold,$3.5 million,$3.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01227,frag_02398,doc_0491,amount_threshold,$3.5,$3.5,0.741,"[""qproto_001_threshold_lookup""]"
ev_01228,frag_02399,doc_0493,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01229,frag_02399,doc_0493,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01230,frag_02402,doc_0493,amount_threshold,"$64,000,","$64,000,",0.741,"[""qproto_001_threshold_lookup""]"
ev_01231,frag_02403,doc_0493,amount_threshold,"$20,000","$20,000",0.741,"[""qproto_001_threshold_lookup""]"
ev_01232,frag_02406,doc_0493,amount_threshold,"$20,000","$20,000",0.741,"[""qproto_001_threshold_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01233,frag_02406,doc_0493,effective_date,"June 29, 2018","June 29, 2018",0.807,"[""qproto_001_threshold_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01234,frag_02408,doc_0495,exception,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01235,frag_02408,doc_0495,condition,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01236,frag_02408,doc_0495,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01237,frag_02408,doc_0495,value,"$ 125,843","$ 125,843",0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01238,frag_02409,doc_0495,amount_threshold,$15.5,$15.5,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01239,frag_02409,doc_0495,metric,Revenue,Revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01240,frag_02409,doc_0495,value,$15.5,$15.5,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01241,frag_02409,doc_0495,variance,14%,14%,0.665,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01242,frag_02409,doc_0495,variance_driver,growth across each of our segments,growth across each of our segments,0.665,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01243,frag_02410,doc_0495,variance_driver,server products and cloud services,server products and cloud services,0.665,"[""qproto_005_variance_explanation""]"
ev_01244,frag_02411,doc_0495,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01245,frag_02411,doc_0495,value,$15.5,$15.5,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01246,frag_02411,doc_0495,variance,14%,14%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01247,frag_02411,doc_0495,variance_driver,"Surface, Gaming, and Windows","Surface, Gaming, and Windows",0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01248,frag_02413,doc_0495,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01249,frag_02413,doc_0495,value,5 percent,5 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01250,frag_02413,doc_0495,variance,5 percent,5 percent,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01251,frag_02413,doc_0495,variance_driver,growth across each of our segments,growth across each of our segments,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01252,frag_02415,doc_0495,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01253,frag_02415,doc_0495,value,$13.7,$13.7,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01254,frag_02415,doc_0495,variance,14%,14%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01255,frag_02415,doc_0495,variance_driver,growth across each of our segments,growth across each of our segments,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01256,frag_02416,doc_0495,variance_driver,LinkedIn and higher revenue from Office,LinkedIn and higher revenue from Office,0.665,"[""qproto_005_variance_explanation""]"
ev_01257,frag_02417,doc_0495,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01258,frag_02417,doc_0495,value,$13.8,$13.8,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01259,frag_02417,doc_0495,variance,14%,14%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01260,frag_02417,doc_0495,variance_driver,"higher revenue from Gaming, Windows, Search advertising, and Surface,…","More Personal Computing revenue increased, driven by higher revenue from Gaming, Windows, Search advertising, and Surfa…",0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01261,frag_02418,doc_0495,variance_driver,favorable segment sales mix and gross margin percentage improvement i…,"Gross margin percentage increased slightly, driven by favorable segment sales mix and gross margin percentage improveme…",0.665,"[""qproto_005_variance_explanation""]"
ev_01262,frag_02419,doc_0495,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01263,frag_02419,doc_0495,value,7 percent,7 percent,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01264,frag_02419,doc_0495,variance,7 percent,7 percent,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01265,frag_02419,doc_0495,variance_driver,growth across each of our segments,growth across each of our segments,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01266,frag_02421,doc_0495,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01267,frag_02421,doc_0495,value,2%,2%,0.76,"[""qproto_002_metric_lookup""]"
ev_01268,frag_02422,doc_0495,exception,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01269,frag_02422,doc_0495,condition,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01270,frag_02422,doc_0495,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01271,frag_02422,doc_0495,value,$306 million,$306 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01272,frag_02423,doc_0497,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01273,frag_02423,doc_0497,value,"$290,000","$290,000",0.76,"[""qproto_002_metric_lookup""]"
ev_01274,frag_02438,doc_0499,effective_date,"February 1, 2019","February 1, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01275,frag_02440,doc_0499,rule,Segment Information pages.[0].blocks.[27].words.word_list.[0] = R. pages.[0].bl…,Segment Information pages.[0].blocks.[27].words.word_list.[0] = R. pages.[0].blocks.[27].words.word_list.[1] = Segment …,0.589,"[""qproto_003_rule_lookup""]"
ev_01276,frag_02442,doc_0499,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01277,frag_02442,doc_0499,value,"$ 3,181","$ 3,181",0.76,"[""qproto_002_metric_lookup""]"
ev_01278,frag_02443,doc_0499,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01279,frag_02443,doc_0499,value,10%,10%,0.76,"[""qproto_002_metric_lookup""]"
ev_01280,frag_02453,doc_0501,amount_threshold,$10.5 million,$10.5 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01281,frag_02453,doc_0501,metric,Revenue,Revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01282,frag_02453,doc_0501,value,$10.5 million,$10.5 million,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01283,frag_02455,doc_0501,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01284,frag_02455,doc_0501,value,"$ 1,327.9","$ 1,327.9",0.76,"[""qproto_002_metric_lookup""]"
ev_01285,frag_02469,doc_0507,amount_threshold,"$ 1,073.3","$ 1,073.3",0.741,"[""qproto_001_threshold_lookup""]"
ev_01286,frag_02482,doc_0509,effective_date,"December 15, 2020","December 15, 2020",0.807,"[""qproto_003_rule_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01287,frag_02482,doc_0509,rule,"Upon adoption, the Company must apply certain aspects of this standard retrospe…","Upon adoption, the Company must apply certain aspects of this standard retrospectively for all periods presented while …",0.589,"[""qproto_003_rule_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01288,frag_02483,doc_0509,rule,The Company is currently evaluating the impact of this new standard on its cons…,The Company is currently evaluating the impact of this new standard on its consolidated financial statements. pages.[0]…,0.589,"[""qproto_003_rule_lookup""]"
ev_01289,frag_02486,doc_0509,effective_date,"December 15, 2019","December 15, 2019",0.807,"[""qproto_003_rule_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01290,frag_02486,doc_0509,rule,The amendments in ASU 2016-13 are effective for fiscal years beginning after De…,"The amendments in ASU 2016-13 are effective for fiscal years beginning after December 15, 2019, and must be applied usi…",0.589,"[""qproto_003_rule_lookup"", ""qproto_007_effective_date_lookup""]"
ev_01291,frag_02487,doc_0509,rule,The Company does not expect the adoption of this amendment to have a material i…,The Company does not expect the adoption of this amendment to have a material impact on its consolidated financial stat…,0.589,"[""qproto_003_rule_lookup""]"
ev_01292,frag_02488,doc_0509,effective_date,"January 1, 2018","January 1, 2018",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01293,frag_02493,doc_0509,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01294,frag_02493,doc_0509,value,"$ 90,831","$ 90,831",0.76,"[""qproto_002_metric_lookup""]"
ev_01295,frag_02496,doc_0511,rule,Participants are required to meet a service condition and other performance mea…,Participants are required to meet a service condition and other performance measures to gain access to the performance …,0.589,"[""qproto_003_rule_lookup""]"
ev_01296,frag_02498,doc_0511,amount_threshold,"$62,028,117","$62,028,117",0.741,"[""qproto_001_threshold_lookup""]"
ev_01297,frag_02502,doc_0511,exception,where forfeiture is due to failure to achieve market-based performance conditio…,"EPS, sales per trading SQM, ROFE) and service conditions and retention rights is calculated using a Black-Scholes optio…",0.684,"[""qproto_004_exception_lookup""]"
ev_01298,frag_02502,doc_0511,condition,where forfeiture is due to failure to achieve market-based …,"EPS, sales per trading SQM, ROFE) and service conditions and retention rights is calculated using a Black-Scholes optio…",0.684,"[""qproto_004_exception_lookup""]"
ev_01299,frag_02503,doc_0511,amount_threshold,$29.66,$29.66,0.741,"[""qproto_001_threshold_lookup""]"
ev_01300,frag_02504,doc_0511,amount_threshold,$29.66,$29.66,0.741,"[""qproto_001_threshold_lookup""]"
ev_01301,frag_02516,doc_0513,exception,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01302,frag_02516,doc_0513,condition,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01303,frag_02516,doc_0513,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01304,frag_02516,doc_0513,value,"$ 64,798","$ 64,798",0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_01305,frag_02517,doc_0513,metric,services revenue,services revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01306,frag_02517,doc_0513,value,$9.5 million,$9.5 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01307,frag_02518,doc_0513,rule,The treatment of these hosting related costs is consistent with the treatment o…,The treatment of these hosting related costs is consistent with the treatment of the related revenue in each fiscal yea…,0.589,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01308,frag_02518,doc_0513,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01309,frag_02518,doc_0513,value,$3.3,$3.3,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_01310,frag_02519,doc_0513,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01311,frag_02519,doc_0513,value,$3.2 million,$3.2 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01312,frag_02520,doc_0515,region,United States,United States,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01313,frag_02520,doc_0515,amount_threshold,"$300,853","$300,853",0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01314,frag_02520,doc_0515,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01315,frag_02520,doc_0515,value,"$300,853","$300,853",0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01316,frag_02521,doc_0515,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01317,frag_02521,doc_0515,value,10%,10%,0.76,"[""qproto_002_metric_lookup""]"
ev_01318,frag_02522,doc_0515,amount_threshold,$73.7 million,$73.7 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01319,frag_02522,doc_0515,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01320,frag_02522,doc_0515,value,15%,15%,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01321,frag_02541,doc_0519,rule,Our inability to raise capital could impede our growth or otherwise require us …,Our inability to raise capital could impede our growth or otherwise require us to forego growth opportunities and could…,0.589,"[""qproto_003_rule_lookup""]"
ev_01322,frag_02545,doc_0519,amount_threshold,$9.5 million,$9.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01323,frag_02546,doc_0519,amount_threshold,$7.5 million,$7.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01324,frag_02547,doc_0519,amount_threshold,$9.5,$9.5,0.741,"[""qproto_001_threshold_lookup""]"
ev_01325,frag_02548,doc_0519,amount_threshold,$54.5 million,$54.5 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01326,frag_02549,doc_0519,amount_threshold,$72.3,$72.3,0.741,"[""qproto_001_threshold_lookup""]"
ev_01327,frag_02557,doc_0521,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01328,frag_02557,doc_0521,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01329,frag_02560,doc_0521,amount_threshold,$2.04,$2.04,0.741,"[""qproto_001_threshold_lookup""]"
ev_01330,frag_02561,doc_0521,amount_threshold,$2.98,$2.98,0.741,"[""qproto_001_threshold_lookup""]"
ev_01331,frag_02568,doc_0523,amount_threshold,"$ 39,984","$ 39,984",0.741,"[""qproto_001_threshold_lookup""]"
ev_01332,frag_02581,doc_0525,amount_threshold,$2.0 million,$2.0 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01333,frag_02585,doc_0527,variance,20%,20%,0.665,"[""qproto_005_variance_explanation""]"
ev_01334,frag_02585,doc_0527,variance_driver,employee turnover and the decline in our stock price,employee turnover and the decline in our stock price,0.665,"[""qproto_005_variance_explanation""]"
ev_01335,frag_02586,doc_0527,variance_driver,the reduction in our provision for bad debts of $0,the reduction in our provision for bad debts of $0,0.665,"[""qproto_005_variance_explanation""]"
ev_01336,frag_02591,doc_0527,amount_threshold,$4.3,$4.3,0.741,"[""qproto_001_threshold_lookup""]"
ev_01337,frag_02605,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01338,frag_02605,doc_0531,value,$27.5 million,$27.5 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01339,frag_02606,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01340,frag_02606,doc_0531,value,$5.2 million,$5.2 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01341,frag_02606,doc_0531,variance_driver,lower demand from our service provider customers in the Americas,lower demand from our service provider customers in the Americas,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01342,frag_02607,doc_0531,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01343,frag_02607,doc_0531,value,$3.2,$3.2,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01344,frag_02607,doc_0531,variance,1%,1%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01345,frag_02607,doc_0531,variance_driver,"lower demand from our service provider customers in the Americas, as …",Revenue from enterprise customers remained relatively constant in 2018 compared to 2017. pages.[0].blocks.[2].words.wor…,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01346,frag_02608,doc_0531,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
