tree_id,fragment_id,class_id,selected_candidate_type,optimized_for,expected_path_length,expected_context_tokens,trace_clarity,citation_locality,total_cost,objective_J
tree_frag_02076_v1,frag_02076,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02077_v1,frag_02077,class_001,question_intent_tree,"[""exception_lookup""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02084_v1,frag_02084,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.0,0.75,1.0,0.1731,-0.0744
tree_frag_02085_v1,frag_02085,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02095_v1,frag_02095,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02096_v1,frag_02096,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02098_v1,frag_02098,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02099_v1,frag_02099,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_02100_v1,frag_02100,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_02105_v1,frag_02105,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_02106_v1,frag_02106,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02109_v1,frag_02109,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02110_v1,frag_02110,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02111_v1,frag_02111,class_005,hybrid_optimized_tree,"[""applicability_check"", ""metric_lookup"", ""rule_lookup"", ""threshold_lookup""]",1.696,23.4,0.75,1.0,0.2319,0.0294
tree_frag_02114_v1,frag_02114,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02121_v1,frag_02121,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02123_v1,frag_02123,class_005,question_intent_tree,"[""threshold_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02131_v1,frag_02131,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_02134_v1,frag_02134,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02136_v1,frag_02136,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02142_v1,frag_02142,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02143_v1,frag_02143,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02145_v1,frag_02145,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02153_v1,frag_02153,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,21.3,0.75,1.0,0.2304,-0.0021
tree_frag_02155_v1,frag_02155,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02157_v1,frag_02157,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02159_v1,frag_02159,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02165_v1,frag_02165,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02166_v1,frag_02166,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02169_v1,frag_02169,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02175_v1,frag_02175,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""metric_lookup""]",1.753,17.8,0.75,1.0,0.2009,-0.0466
tree_frag_02180_v1,frag_02180,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02182_v1,frag_02182,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02194_v1,frag_02194,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02195_v1,frag_02195,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup"", ""threshold_lookup""]",1.336,17.7,0.75,1.0,0.1812,-0.0588
tree_frag_02202_v1,frag_02202,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02213_v1,frag_02213,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02214_v1,frag_02214,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02217_v1,frag_02217,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02220_v1,frag_02220,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02222_v1,frag_02222,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02224_v1,frag_02224,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.232,26.0,0.75,1.0,0.2058,-0.0342
tree_frag_02229_v1,frag_02229,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02249_v1,frag_02249,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.0,0.75,1.0,0.1731,-0.0744
tree_frag_02250_v1,frag_02250,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02251_v1,frag_02251,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,14.0,0.75,1.0,0.1721,-0.0754
tree_frag_02252_v1,frag_02252,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02254_v1,frag_02254,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.0,11.2,0.857,1.0,0.1146,-0.1769
tree_frag_02257_v1,frag_02257,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.538,16.8,0.75,1.0,0.1817,-0.0658
tree_frag_02268_v1,frag_02268,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.0,0.75,1.0,0.1731,-0.0744
tree_frag_02281_v1,frag_02281,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02291_v1,frag_02291,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02292_v1,frag_02292,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02293_v1,frag_02293,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02297_v1,frag_02297,class_004,question_intent_tree,"[""variance_explanation""]",2.0,36.0,0.75,1.0,0.2377,-0.0173
tree_frag_02299_v1,frag_02299,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,14.0,0.857,1.0,0.1648,-0.1341
tree_frag_02302_v1,frag_02302,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_02306_v1,frag_02306,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02307_v1,frag_02307,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02310_v1,frag_02310,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02329_v1,frag_02329,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.679,23.3,0.75,1.0,0.2162,-0.0313
tree_frag_02331_v1,frag_02331,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,12.0,0.857,1.0,0.1628,-0.1361
tree_frag_02333_v1,frag_02333,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.679,21.7,0.75,1.0,0.2146,-0.0329
tree_frag_02334_v1,frag_02334,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_02335_v1,frag_02335,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02337_v1,frag_02337,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02338_v1,frag_02338,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02339_v1,frag_02339,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02342_v1,frag_02342,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02344_v1,frag_02344,class_001,hybrid_optimized_tree,"[""applicability_check"", ""rule_lookup""]",1.348,27.7,0.75,1.0,0.209,-0.0385
tree_frag_02345_v1,frag_02345,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02347_v1,frag_02347,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02349_v1,frag_02349,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02354_v1,frag_02354,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02356_v1,frag_02356,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02374_v1,frag_02374,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02378_v1,frag_02378,class_004,question_intent_tree,"[""variance_explanation""]",2.0,35.0,0.75,1.0,0.2367,-0.0183
tree_frag_02379_v1,frag_02379,class_003,question_intent_tree,"[""metric_lookup""]",2.0,29.0,0.75,1.0,0.2457,-0.0018
tree_frag_02380_v1,frag_02380,class_003,question_intent_tree,"[""metric_lookup""]",2.0,31.0,0.75,1.0,0.2477,0.0002
tree_frag_02381_v1,frag_02381,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02382_v1,frag_02382,class_005,hybrid_optimized_tree,"[""exception_lookup"", ""metric_lookup"", ""threshold_lookup""]",1.579,15.9,0.75,1.0,0.1918,-0.0332
tree_frag_02385_v1,frag_02385,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02386_v1,frag_02386,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02387_v1,frag_02387,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.0,16.6,0.857,1.0,0.1399,-0.1515
tree_frag_02389_v1,frag_02389,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02390_v1,frag_02390,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02392_v1,frag_02392,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02396_v1,frag_02396,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02398_v1,frag_02398,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02399_v1,frag_02399,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02402_v1,frag_02402,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02403_v1,frag_02403,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02406_v1,frag_02406,class_005,hybrid_optimized_tree,"[""effective_date_lookup"", ""threshold_lookup""]",1.0,10.2,0.857,1.0,0.1136,-0.1779
tree_frag_02408_v1,frag_02408,class_001,question_intent_tree,"[""exception_lookup"", ""metric_lookup""]",2.0,20.2,0.75,1.0,0.2294,-0.0031
tree_frag_02409_v1,frag_02409,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup"", ""variance_explanation""]",1.554,16.2,0.75,1.0,0.1899,-0.0351
tree_frag_02410_v1,frag_02410,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,16.0,0.857,1.0,0.1668,-0.1321
tree_frag_02411_v1,frag_02411,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,21.6,0.75,1.0,0.2308,-0.0017
tree_frag_02413_v1,frag_02413,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,23.6,0.75,1.0,0.2328,0.0003
tree_frag_02415_v1,frag_02415,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,21.9,0.75,1.0,0.2311,-0.0014
tree_frag_02416_v1,frag_02416,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,18.0,0.857,1.0,0.1688,-0.1301
tree_frag_02417_v1,frag_02417,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,25.1,0.75,1.0,0.2343,0.0018
tree_frag_02418_v1,frag_02418,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,26.0,0.857,1.0,0.1768,-0.1221
tree_frag_02419_v1,frag_02419,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,23.6,0.75,1.0,0.2328,0.0003
tree_frag_02421_v1,frag_02421,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02422_v1,frag_02422,class_001,question_intent_tree,"[""exception_lookup"", ""metric_lookup""]",2.0,20.8,0.75,1.0,0.23,-0.0025
tree_frag_02423_v1,frag_02423,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02438_v1,frag_02438,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02440_v1,frag_02440,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02442_v1,frag_02442,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02443_v1,frag_02443,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02453_v1,frag_02453,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,16.0,0.75,1.0,0.1741,-0.0734
tree_frag_02455_v1,frag_02455,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02469_v1,frag_02469,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02482_v1,frag_02482,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""rule_lookup""]",1.0,23.3,0.857,1.0,0.162,-0.1295
tree_frag_02483_v1,frag_02483,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02486_v1,frag_02486,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""rule_lookup""]",1.0,23.3,0.857,1.0,0.162,-0.1295
tree_frag_02487_v1,frag_02487,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02488_v1,frag_02488,class_001,hybrid_optimized_tree,"[""effective_date_lookup""]",1.0,12.0,0.857,1.0,0.1128,-0.1861
tree_frag_02493_v1,frag_02493,class_003,question_intent_tree,"[""metric_lookup""]",2.0,21.0,0.75,1.0,0.2227,-0.0323
tree_frag_02496_v1,frag_02496,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02498_v1,frag_02498,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02502_v1,frag_02502,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_02503_v1,frag_02503,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02504_v1,frag_02504,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02516_v1,frag_02516,class_001,question_intent_tree,"[""exception_lookup"", ""metric_lookup""]",2.0,20.2,0.75,1.0,0.2294,-0.0031
tree_frag_02517_v1,frag_02517,class_003,question_intent_tree,"[""metric_lookup""]",2.0,24.0,0.75,1.0,0.2257,-0.0293
tree_frag_02518_v1,frag_02518,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,23.5,0.75,1.0,0.2123,-0.0352
tree_frag_02519_v1,frag_02519,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02520_v1,frag_02520,class_005,question_intent_tree,"[""metric_lookup"", ""threshold_lookup""]",2.0,21.3,0.75,1.0,0.2304,-0.0021
tree_frag_02521_v1,frag_02521,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02522_v1,frag_02522,class_005,hybrid_optimized_tree,"[""metric_lookup"", ""threshold_lookup""]",1.457,15.1,0.75,1.0,0.1732,-0.0743
tree_frag_02541_v1,frag_02541,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02545_v1,frag_02545,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02546_v1,frag_02546,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02547_v1,frag_02547,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02548_v1,frag_02548,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02549_v1,frag_02549,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02557_v1,frag_02557,class_001,question_intent_tree,"[""exception_lookup""]",2.0,19.0,0.75,1.0,0.2207,-0.0343
tree_frag_02560_v1,frag_02560,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02561_v1,frag_02561,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02568_v1,frag_02568,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02581_v1,frag_02581,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02585_v1,frag_02585,class_004,question_intent_tree,"[""variance_explanation""]",2.0,31.0,0.75,1.0,0.2327,-0.0223
tree_frag_02586_v1,frag_02586,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,20.0,0.857,1.0,0.1708,-0.1281
tree_frag_02591_v1,frag_02591,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02605_v1,frag_02605,class_003,question_intent_tree,"[""metric_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02606_v1,frag_02606,class_003,hybrid_optimized_tree,"[""metric_lookup"", ""variance_explanation""]",1.679,22.6,0.75,1.0,0.2156,-0.0319
tree_frag_02607_v1,frag_02607,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,25.1,0.75,1.0,0.2343,0.0018
tree_frag_02608_v1,frag_02608,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02609_v1,frag_02609,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02610_v1,frag_02610,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,24.5,0.75,1.0,0.2337,0.0012
tree_frag_02611_v1,frag_02611,class_003,question_intent_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,23.2,0.75,1.0,0.2324,-0.0001
tree_frag_02612_v1,frag_02612,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02616_v1,frag_02616,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02617_v1,frag_02617,class_001,hybrid_optimized_tree,"[""metric_lookup"", ""rule_lookup""]",1.559,23.5,0.75,1.0,0.2123,-0.0352
tree_frag_02619_v1,frag_02619,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,28.0,0.857,1.0,0.1788,-0.1201
tree_frag_02626_v1,frag_02626,class_001,question_intent_tree,"[""applicability_check""]",2.0,27.0,0.75,1.0,0.2287,-0.0263
tree_frag_02629_v1,frag_02629,class_001,question_intent_tree,"[""exception_lookup""]",2.0,52.0,0.75,1.0,0.2537,-0.0013
tree_frag_02634_v1,frag_02634,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02636_v1,frag_02636,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02639_v1,frag_02639,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02641_v1,frag_02641,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup""]",1.777,35.3,0.75,0.703,0.2528,0.0498
tree_frag_02642_v1,frag_02642,class_001,hybrid_optimized_tree,"[""applicability_check"", ""exception_lookup"", ""rule_lookup""]",1.828,33.4,0.75,0.771,0.2554,0.0647
tree_frag_02648_v1,frag_02648,class_004,hybrid_optimized_tree,"[""variance_explanation""]",1.0,28.0,0.857,1.0,0.1288,-0.1701
tree_frag_02657_v1,frag_02657,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02658_v1,frag_02658,class_005,hybrid_optimized_tree,"[""threshold_lookup""]",1.0,9.0,0.857,1.0,0.1098,-0.1891
tree_frag_02659_v1,frag_02659,class_003,question_intent_tree,"[""metric_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02660_v1,frag_02660,class_004,question_intent_tree,"[""variance_explanation""]",2.0,36.0,0.75,1.0,0.2377,-0.0173
tree_frag_02671_v1,frag_02671,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""owner_lookup""]",1.0,11.3,0.857,1.0,0.1147,-0.1768
tree_frag_02673_v1,frag_02673,class_002,hybrid_optimized_tree,"[""approval_lookup"", ""rule_lookup""]",1.216,21.6,0.75,1.0,0.2248,-0.0077
tree_frag_02675_v1,frag_02675,class_001,hybrid_optimized_tree,"[""rule_lookup"", ""variance_explanation""]",1.0,20.4,0.857,1.0,0.2064,-0.0775
tree_frag_02677_v1,frag_02677,class_001,hybrid_optimized_tree,"[""owner_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02679_v1,frag_02679,class_002,question_intent_tree,"[""approval_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02680_v1,frag_02680,class_002,question_intent_tree,"[""approval_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_02681_v1,frag_02681,class_002,question_intent_tree,"[""approval_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02682_v1,frag_02682,class_002,question_intent_tree,"[""approval_lookup""]",2.0,22.0,0.75,1.0,0.2237,-0.0313
tree_frag_02683_v1,frag_02683,class_002,question_intent_tree,"[""approval_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_02684_v1,frag_02684,class_002,question_intent_tree,"[""approval_lookup""]",2.0,20.0,0.75,1.0,0.2217,-0.0333
tree_frag_02685_v1,frag_02685,class_002,question_intent_tree,"[""approval_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_02686_v1,frag_02686,class_002,question_intent_tree,"[""approval_lookup""]",2.0,23.0,0.75,1.0,0.2247,-0.0303
tree_frag_02687_v1,frag_02687,class_001,question_intent_tree,"[""metric_lookup"", ""owner_lookup""]",2.0,21.1,0.75,1.0,0.2304,-0.0021
tree_frag_02690_v1,frag_02690,class_003,class_objective_tree,"[""metric_lookup""]",2.0,25.9,0.75,1.0,0.332,0.0995
tree_frag_02692_v1,frag_02692,class_003,class_objective_tree,"[""metric_lookup"", ""variance_explanation""]",2.0,24.6,0.75,1.0,0.2973,0.0798
tree_frag_02694_v1,frag_02694,class_003,class_objective_tree,"[""metric_lookup""]",2.0,24.9,0.75,1.0,0.331,0.0985
tree_frag_02696_v1,frag_02696,class_003,hybrid_optimized_tree,"[""approval_lookup"", ""metric_lookup""]",1.801,20.1,0.75,0.918,0.3045,0.0918
tree_frag_02699_v1,frag_02699,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,20.4,0.75,1.0,0.1874,-0.0601
